HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N11.HOG0000045	OG0000008	n9																O9290_07520|biosynthetic-additional				
N11.HOG0000046	OG0000008	n14			ctg138_19|biosynthetic-additional, ctg639_16|biosynthetic-additional													O9290_26335|biosynthetic-additional	O9299_05510|biosynthetic-additional		O9324_11525|biosynthetic-additional	O9336_11300|biosynthetic-additional
N11.HOG0000047	OG0000009	n2			ctg489_12|hypothetical									ctg994_2|hypothetical				O9290_18930|hypothetical				
N11.HOG0000048	OG0000009	n7													O9326_06155|hypothetical	ctg148_19|hypothetical			O9299_17980|hypothetical			O9336_14835|hypothetical
N11.HOG0000049	OG0000009	n11																			O9324_21715|hypothetical	
N11.HOG0000050	OG0000010	n0			ctg431_30|other									ctg993_1|other	O9326_10295|other	ctg160_8|other		O9290_19125|other	O9299_19090|other		O9324_21645|other	O9336_00705|other
N11.HOG0000051	OG0000011	n0			ctg431_29|biosynthetic-additional									ctg993_2|biosynthetic-additional	O9326_10300|biosynthetic-additional	ctg160_9|biosynthetic-additional		O9290_19130|biosynthetic-additional	O9299_19095|biosynthetic-additional		O9324_16780|biosynthetic-additional	O9336_00710|biosynthetic-additional
N11.HOG0000052	OG0000012	n0			ctg431_28|biosynthetic									ctg993_3|biosynthetic	O9326_10305|biosynthetic	ctg160_10|biosynthetic		O9290_19135|biosynthetic	O9299_19100|biosynthetic		O9324_16775|biosynthetic	O9336_00715|biosynthetic
N11.HOG0000053	OG0000013	n0			ctg46_8|biosynthetic									ctg562_1|biosynthetic	O9326_02715|biosynthetic	ctg221_16|biosynthetic		O9290_23380|biosynthetic	O9299_01680|biosynthetic		O9324_03715|biosynthetic	O9336_08800|biosynthetic
N11.HOG0000054	OG0000014	n2														ctg4_13|biosynthetic					O9324_06505|biosynthetic	
N11.HOG0000055	OG0000014	n5																	O9299_07745|biosynthetic			O9336_12240|biosynthetic
N11.HOG0000056	OG0000014	n11			ctg98_3|biosynthetic									ctg1648_1|biosynthetic				O9290_04835|biosynthetic	O9299_07720|biosynthetic			O9336_12215|biosynthetic
N11.HOG0000057	OG0000015	n0			ctg431_27|hypothetical										O9326_10310|hypothetical	ctg160_11|hypothetical		O9290_19140|hypothetical	O9299_19105|hypothetical		O9324_16770|hypothetical	O9336_00720|hypothetical
N11.HOG0000058	OG0000016	n0			ctg46_7|hypothetical									ctg562_2|hypothetical	O9326_02720|hypothetical	ctg221_17|hypothetical		O9290_23385|hypothetical	O9299_01675|hypothetical		O9324_03720|hypothetical	O9336_08805|hypothetical
N11.HOG0000059	OG0000017	n0			ctg46_6|hypothetical									ctg562_3|hypothetical	O9326_02725|hypothetical	ctg221_18|hypothetical		O9290_23390|hypothetical	O9299_01670|hypothetical		O9324_03725|hypothetical	O9336_08810|hypothetical
N11.HOG0000060	OG0000018	n0			ctg388_3|hypothetical										O9326_09990|hypothetical	ctg304_7|hypothetical		O9290_00390|hypothetical	O9299_03950|hypothetical		O9324_00085|hypothetical	O9336_11520|hypothetical
N11.HOG0000061	OG0000019	n0			ctg388_2|biosynthetic										O9326_09970|biosynthetic	ctg304_3|biosynthetic		O9290_00385|biosynthetic	O9299_03955|biosynthetic		O9324_00065|biosynthetic	O9336_11525|biosynthetic
N11.HOG0000062	OG0000020	n0			ctg388_5|hypothetical										O9326_10005|hypothetical	ctg304_12|hypothetical		O9290_00405|hypothetical	O9299_03940|hypothetical		O9324_00100|hypothetical	O9336_11510|hypothetical
N11.HOG0000063	OG0000021	n0			ctg388_4|hypothetical										O9326_09995|hypothetical	ctg304_8|hypothetical		O9290_00395|hypothetical	O9299_03945|hypothetical		O9324_00090|hypothetical	O9336_11515|hypothetical
N11.HOG0000064	OG0000022	n0			ctg388_1|hypothetical										O9326_09965|hypothetical	ctg304_2|hypothetical		O9290_00380|hypothetical	O9299_03960|hypothetical		O9324_00060|hypothetical	O9336_11530|hypothetical
N11.HOG0000065	OG0000023	n0			ctg431_31|hypothetical										O9326_10290|hypothetical	ctg160_7|hypothetical		O9290_19120|hypothetical	O9299_19085|hypothetical			O9336_00700|hypothetical
N11.HOG0000066	OG0000024	n3																O9290_15735|hypothetical				
N11.HOG0000067	OG0000024	n8														ctg398_24|hypothetical						
N11.HOG0000068	OG0000024	n10													O9326_10350|hypothetical	ctg160_19|hypothetical		O9290_15740|hypothetical				
N11.HOG0000069	OG0000025	n0			ctg46_9|hypothetical										O9326_02710|hypothetical	ctg221_15|hypothetical		O9290_23375|hypothetical	O9299_01685|hypothetical		O9324_03710|hypothetical	O9336_08795|hypothetical
N11.HOG0000070	OG0000026	n0			ctg46_5|biosynthetic-additional									ctg562_4|biosynthetic-additional	O9326_02730|biosynthetic-additional	ctg221_19|biosynthetic-additional			O9299_01665|biosynthetic-additional		O9324_03730|biosynthetic-additional	O9336_08815|biosynthetic-additional
N11.HOG0000071	OG0000027	n0			ctg388_7|hypothetical										O9326_10015|hypothetical	ctg304_14|hypothetical		O9290_00415|hypothetical	O9299_03930|hypothetical		O9324_00110|hypothetical	O9336_11500|hypothetical
N11.HOG0000072	OG0000028	n0			ctg388_6|hypothetical										O9326_10010|hypothetical	ctg304_13|hypothetical		O9290_00410|hypothetical	O9299_03935|hypothetical		O9324_00105|hypothetical	O9336_11505|hypothetical
N11.HOG0000073	OG0000029	n0			ctg431_32|other										O9326_10285|other	ctg160_6|other		O9290_19115|other	O9299_19080|other			O9336_00695|other
N11.HOG0000074	OG0000030	n0			ctg46_4|hypothetical									ctg562_5|hypothetical	O9326_02735|hypothetical	ctg221_20|hypothetical			O9299_01660|hypothetical		O9324_03735|hypothetical	O9336_08820|hypothetical
N11.HOG0000075	OG0000031	n2														ctg188_4|hypothetical, ctg188_5|hypothetical		O9290_00980|biosynthetic-additional				
N11.HOG0000076	OG0000031	n6			ctg138_10|biosynthetic-additional																O9324_18505|biosynthetic-additional	
N11.HOG0000077	OG0000031	n8			ctg138_11|biosynthetic-additional																O9324_18500|biosynthetic-additional	
N11.HOG0000078	OG0000031	n9			ctg138_12|biosynthetic-additional																O9324_18495|biosynthetic-additional	
N11.HOG0000079	OG0000032	n3			ctg358_4|transport											ctg398_14|transport						
N11.HOG0000080	OG0000032	n13														ctg122_23|transport						
N11.HOG0000081	OG0000033	n0			ctg358_6|other									ctg49_3|other	O9326_04750|other	ctg398_12|other						
N11.HOG0000082	OG0000034	n0			ctg431_25|hypothetical										O9326_10315|hypothetical	ctg160_12|hypothetical			O9299_19110|hypothetical		O9324_16765|hypothetical	O9336_00725|hypothetical
N11.HOG0000083	OG0000035	n0			ctg46_3|hypothetical										O9326_02740|hypothetical	ctg221_21|hypothetical			O9299_01655|hypothetical		O9324_03740|hypothetical	O9336_08825|hypothetical
N11.HOG0000084	OG0000036	n0			ctg46_2|hypothetical										O9326_02745|hypothetical	ctg221_22|hypothetical			O9299_01650|hypothetical		O9324_03745|hypothetical	O9336_08830|hypothetical
N11.HOG0000085	OG0000037	n0			ctg569_3|hypothetical										O9326_16465|hypothetical	ctg112_5|hypothetical		O9290_00615|hypothetical	O9299_10865|hypothetical		O9324_19135|hypothetical	O9336_14540|hypothetical
N11.HOG0000086	OG0000038	n3			ctg46_1|hypothetical														O9299_01645|other			O9336_08835|other
N11.HOG0000087	OG0000038	n10			ctg404_1|biosynthetic-additional, ctg388_8|hypothetical, ctg98_12|hypothetical													O9290_00420|hypothetical				
N11.HOG0000088	OG0000039	n5			ctg431_20|hypothetical										O9326_10955|hypothetical							
N11.HOG0000089	OG0000039	n8			ctg431_21|biosynthetic-additional																	
N11.HOG0000090	OG0000039	n10														ctg398_20|biosynthetic-additional						
N11.HOG0000091	OG0000040	n6														ctg398_18|hypothetical						
N11.HOG0000092	OG0000040	n10														ctg398_19|hypothetical						
N11.HOG0000093	OG0000041	n0			ctg358_3|transport											ctg398_15|transport		O9290_00945|transport				
N11.HOG0000094	OG0000042	n0			ctg358_7|biosynthetic-additional										O9326_04745|biosynthetic-additional	ctg398_11|biosynthetic-additional						
N11.HOG0000095	OG0000043	n0			ctg358_8|biosynthetic										O9326_04740|biosynthetic	ctg398_10|biosynthetic						
N11.HOG0000096	OG0000044	n0			ctg358_9|biosynthetic-additional										O9326_00410|biosynthetic-additional	ctg398_9|biosynthetic-additional						
N11.HOG0000097	OG0000045	n0			ctg358_13|biosynthetic-additional										O9326_00430|biosynthetic-additional	ctg398_5|biosynthetic-additional						
N11.HOG0000098	OG0000046	n0			ctg358_14|hypothetical										O9326_00435|hypothetical	ctg398_4|hypothetical						
N11.HOG0000099	OG0000047	n0			ctg639_8|biosynthetic-additional									ctg326_4|biosynthetic-additional	O9326_06140|biosynthetic-additional, O9326_03835|biosynthetic-additional	ctg148_16|biosynthetic-additional, ctg35_24|biosynthetic-additional		O9290_26375|biosynthetic-additional	O9299_05550|biosynthetic-additional		O9324_03955|biosynthetic-additional	O9336_11340|biosynthetic-additional
N11.HOG0000100	OG0000048	n0			ctg46_10|biosynthetic-additional										O9326_02705|biosynthetic-additional	ctg221_14|biosynthetic-additional		O9290_23365|biosynthetic-additional			O9324_03705|biosynthetic-additional	
N11.HOG0000101	OG0000049	n0												ctg1209_12|biosynthetic-additional	O9326_02750|biosynthetic-additional	ctg221_23|biosynthetic-additional			O9299_01640|biosynthetic-additional		O9324_03750|biosynthetic-additional	O9336_08840|biosynthetic-additional
N11.HOG0000102	OG0000050	n0			ctg569_2|hypothetical										O9326_16470|hypothetical	ctg112_6|hypothetical		O9290_00620|hypothetical	O9299_10870|hypothetical		O9324_19130|hypothetical	O9336_14535|hypothetical
N11.HOG0000103	OG0000051	n0			ctg358_15|hypothetical										O9326_00440|hypothetical	ctg398_3|hypothetical						
N11.HOG0000104	OG0000052	n3													O9326_16475|hypothetical	ctg112_7|hypothetical					O9324_19125|hypothetical	
N11.HOG0000105	OG0000052	n7																O9290_00625|hypothetical	O9299_10875|hypothetical			O9336_14530|hypothetical
N11.HOG0000106	OG0000053	n0			ctg358_2|other											ctg398_16|other						
N11.HOG0000107	OG0000054	n0			ctg358_5|hypothetical											ctg398_13|hypothetical						
N11.HOG0000108	OG0000055	n0			ctg358_16|transport										O9326_00445|transport	ctg398_2|transport						
N11.HOG0000109	OG0000056	n0			ctg431_33|biosynthetic-additional										O9326_10280|biosynthetic-additional	ctg160_5|biosynthetic-additional			O9299_19075|biosynthetic-additional			O9336_00690|biosynthetic-additional
N11.HOG0000110	OG0000057	n0													O9326_10320|other	ctg160_13|other			O9299_19115|other		O9324_16760|hypothetical	O9336_00730|other
N11.HOG0000111	OG0000058	n0			ctg246_6|hypothetical										O9326_10375|hypothetical	ctg160_24|hypothetical		O9290_15765|hypothetical			O9324_18460|hypothetical	
N11.HOG0000112	OG0000059	n0			ctg246_5|transport										O9326_10380|transport	ctg160_25|transport		O9290_15770|transport			O9324_18465|transport	
N11.HOG0000113	OG0000060	n0													O9326_02755|hypothetical	ctg221_24|hypothetical			O9299_01635|hypothetical		O9324_03755|hypothetical	O9336_08845|hypothetical
N11.HOG0000114	OG0000061	n0												ctg357_1|biosynthetic-additional		ctg122_14|hypothetical		O9290_18870|biosynthetic-additional, O9290_01010|hypothetical				
N11.HOG0000115	OG0000062	n1			ctg639_18|biosynthetic-additional											ctg35_14|biosynthetic-additional, ctg35_13|biosynthetic-additional					O9324_11535|biosynthetic-additional	
N11.HOG0000116	OG0000062	n5																	O9299_05500|hypothetical			O9336_11290|hypothetical
N11.HOG0000117	OG0000062	n7												ctg521_2|hypothetical								
N11.HOG0000118	OG0000062	n8												ctg521_3|hypothetical				O9290_26320|hypothetical, O9290_26325|hypothetical				
N11.HOG0000119	OG0000063	n0			ctg358_1|hypothetical											ctg398_17|hypothetical						
N11.HOG0000120	OG0000064	n0																			O9324_11145|hypothetical	
N11.HOG0000121	OG0000065	n0												ctg36_2|hypothetical	O9326_16485|hypothetical	ctg112_9|hypothetical		O9290_00635|hypothetical	O9299_10800|hypothetical		O9324_11185|hypothetical	O9336_14605|hypothetical
N11.HOG0000122	OG0000066	n2														ctg160_34|hypothetical						
N11.HOG0000123	OG0000066	n6														ctg4_5|hypothetical						
N11.HOG0000124	OG0000067	n0			ctg639_21|hypothetical											ctg35_10|hypothetical		O9290_26305|hypothetical	O9299_05485|hypothetical			O9336_11275|hypothetical
N11.HOG0000125	OG0000068	n0			ctg489_5|hypothetical										O9326_22455|hypothetical	ctg148_9|hypothetical		O9290_09235|hypothetical	O9299_06715|hypothetical			O9336_08065|hypothetical
N11.HOG0000126	OG0000069	n0			ctg489_6|hypothetical										O9326_22460|hypothetical	ctg148_10|hypothetical		O9290_09240|hypothetical	O9299_06710|hypothetical			O9336_08060|hypothetical
N11.HOG0000127	OG0000070	n0			ctg560_2|biosynthetic									ctg1209_3|hypothetical, ctg224_1|biosynthetic				O9290_11895|biosynthetic			O9324_10780|biosynthetic	
N11.HOG0000128	OG0000071	n0			ctg212_26|hypothetical													O9290_19105|hypothetical				
N11.HOG0000129	OG0000072	n0			ctg212_29|hypothetical																	
N11.HOG0000130	OG0000073	n0			ctg212_30|hypothetical																	
N11.HOG0000131	OG0000074	n0			ctg212_31|biosynthetic-additional																	
N11.HOG0000132	OG0000075	n0													O9326_10330|hypothetical	ctg160_15|hypothetical		O9290_15715|hypothetical	O9299_07765|hypothetical			O9336_12260|hypothetical
N11.HOG0000133	OG0000076	n0													O9326_11020|hypothetical, O9326_10370|hypothetical	ctg160_23|hypothetical		O9290_15760|hypothetical				
N11.HOG0000134	OG0000077	n0														ctg221_12|hypothetical		O9290_23355|hypothetical			O9324_03695|hypothetical	
N11.HOG0000135	OG0000078	n0														ctg221_13|hypothetical		O9290_23360|hypothetical			O9324_03700|hypothetical	
N11.HOG0000136	OG0000079	n0			ctg98_2|hypothetical									ctg1648_2|hypothetical				O9290_04840|hypothetical	O9299_07725|hypothetical			O9336_12220|hypothetical
N11.HOG0000137	OG0000080	n0			ctg489_3|hypothetical										O9326_22445|hypothetical	ctg148_7|hypothetical		O9290_09225|hypothetical	O9299_06725|hypothetical			O9336_08075|hypothetical
N11.HOG0000138	OG0000081	n0			ctg489_14|biosynthetic-additional										O9326_06170|biosynthetic-additional	ctg148_21|biosynthetic-additional		O9290_18940|biosynthetic-additional	O9299_17965|biosynthetic-additional		O9324_21700|biosynthetic-additional	O9336_14820|biosynthetic-additional
N11.HOG0000139	OG0000082	n0			ctg489_15|biosynthetic-additional										O9326_06175|biosynthetic-additional	ctg148_22|biosynthetic-additional		O9290_18945|biosynthetic-additional	O9299_17960|biosynthetic-additional		O9324_21695|biosynthetic-additional	O9336_14815|biosynthetic-additional
N11.HOG0000140	OG0000083	n0			ctg98_4|hypothetical										O9326_18770|hypothetical	ctg4_14|hypothetical		O9290_04830|hypothetical	O9299_07715|hypothetical		O9324_06500|hypothetical	O9336_12210|hypothetical
N11.HOG0000141	OG0000084	n0			ctg98_5|hypothetical										O9326_18765|hypothetical	ctg4_17|hypothetical		O9290_04825|hypothetical	O9299_07710|hypothetical		O9324_06495|hypothetical	O9336_12205|hypothetical
N11.HOG0000142	OG0000085	n2																O9290_07485|other				
N11.HOG0000143	OG0000085	n4													O9326_07110|hypothetical	ctg3_2|other		O9290_26250|hypothetical	O9299_01695|hypothetical			
N11.HOG0000144	OG0000086	n0																	O9299_17945|other			O9336_14800|other
N11.HOG0000145	OG0000087	n0																			O9324_18475|hypothetical	
N11.HOG0000146	OG0000088	n0														ctg188_6|biosynthetic-additional		O9290_00975|biosynthetic-additional				
N11.HOG0000147	OG0000089	n0			ctg212_25|other													O9290_19110|other				
N11.HOG0000148	OG0000090	n0			ctg212_33|hypothetical																	
N11.HOG0000149	OG0000091	n0			ctg212_34|hypothetical																	
N11.HOG0000150	OG0000092	n0			ctg212_35|hypothetical																	
N11.HOG0000151	OG0000093	n0																	O9299_03925|other			O9336_11495|other
N11.HOG0000152	OG0000094	n0												ctg456_2|hypothetical	O9326_11025|hypothetical, O9326_10345|hypothetical	ctg160_18|hypothetical		O9290_15730|hypothetical				
N11.HOG0000153	OG0000095	n0			ctg489_4|hypothetical										O9326_22450|hypothetical	ctg148_8|hypothetical		O9290_09230|hypothetical	O9299_06720|hypothetical			O9336_08070|hypothetical
N11.HOG0000154	OG0000096	n0			ctg98_6|hypothetical											ctg4_18|hypothetical		O9290_04820|hypothetical	O9299_07705|hypothetical		O9324_06490|hypothetical	O9336_12200|hypothetical
N11.HOG0000155	OG0000097	n0			ctg98_7|hypothetical											ctg4_19|hypothetical		O9290_04815|hypothetical	O9299_07700|hypothetical		O9324_06485|hypothetical	O9336_12195|hypothetical
N11.HOG0000156	OG0000098	n0			ctg98_8|hypothetical											ctg4_20|hypothetical		O9290_04810|hypothetical	O9299_07695|hypothetical		O9324_06480|hypothetical	O9336_12190|hypothetical
N11.HOG0000157	OG0000099	n0			ctg98_9|hypothetical											ctg4_21|hypothetical		O9290_04805|hypothetical	O9299_07690|hypothetical		O9324_06475|hypothetical	O9336_12185|hypothetical
N11.HOG0000158	OG0000100	n4																	O9299_01345|biosynthetic-additional			O9336_07320|biosynthetic-additional
N11.HOG0000159	OG0000100	n6																	O9299_01400|biosynthetic-additional			O9336_07370|biosynthetic-additional
N11.HOG0000160	OG0000101	n2																	O9299_06745|biosynthetic-additional			O9336_08095|biosynthetic-additional
N11.HOG0000161	OG0000101	n5																	O9299_06750|biosynthetic-additional			O9336_08100|biosynthetic-additional
N11.HOG0000162	OG0000102	n3														ctg122_6|hypothetical						
N11.HOG0000163	OG0000103	n0			ctg212_21|biosynthetic-additional																	
N11.HOG0000164	OG0000104	n0			ctg212_22|hypothetical																	
N11.HOG0000165	OG0000105	n0																O9290_00370|hypothetical				
N11.HOG0000166	OG0000106	n0														ctg221_10|hypothetical					O9324_03685|hypothetical	
N11.HOG0000167	OG0000107	n0														ctg221_11|hypothetical					O9324_03690|hypothetical	
N11.HOG0000168	OG0000108	n0																	O9299_10885|hypothetical		O9324_11160|hypothetical	O9336_14520|hypothetical
N11.HOG0000169	OG0000109	n0													O9326_16490|hypothetical	ctg112_10|hypothetical		O9290_00640|hypothetical			O9324_11180|hypothetical	
N11.HOG0000170	OG0000110	n0													O9326_16495|hypothetical	ctg112_12|hypothetical		O9290_00645|hypothetical			O9324_11175|hypothetical	
N11.HOG0000171	OG0000111	n1																	O9299_17935|hypothetical			O9336_14790|hypothetical
N11.HOG0000172	OG0000111	n4																	O9299_17940|hypothetical			O9336_14795|hypothetical
N11.HOG0000173	OG0000112	n2																O9290_20200|biosynthetic-additional				
N11.HOG0000174	OG0000113	n0			ctg98_10|hypothetical											ctg4_22|hypothetical		O9290_04800|hypothetical	O9299_07685|hypothetical		O9324_06470|hypothetical	O9336_12180|hypothetical
N11.HOG0000175	OG0000114	n0			ctg639_10|hypothetical									ctg46_6|hypothetical		ctg35_22|hypothetical		O9290_26365|hypothetical	O9299_05540|hypothetical		O9324_11495|hypothetical	O9336_11330|hypothetical
N11.HOG0000176	OG0000115	n0			ctg639_11|hypothetical									ctg46_5|hypothetical		ctg35_21|hypothetical		O9290_26360|hypothetical	O9299_05535|hypothetical		O9324_11500|hypothetical	O9336_11325|hypothetical
N11.HOG0000177	OG0000116	n0			ctg639_12|hypothetical									ctg46_4|hypothetical		ctg35_20|hypothetical		O9290_26355|hypothetical	O9299_05530|hypothetical		O9324_11505|hypothetical	O9336_11320|hypothetical
N11.HOG0000178	OG0000117	n0			ctg639_13|biosynthetic-additional									ctg46_3|biosynthetic-additional		ctg35_19|biosynthetic-additional		O9290_26350|biosynthetic-additional	O9299_05525|biosynthetic-additional		O9324_11510|biosynthetic-additional	O9336_11315|biosynthetic-additional
N11.HOG0000179	OG0000118	n0			ctg639_14|hypothetical									ctg46_2|hypothetical		ctg35_18|hypothetical		O9290_26345|hypothetical	O9299_05520|hypothetical		O9324_11515|hypothetical	O9336_11310|hypothetical
N11.HOG0000180	OG0000119	n0													O9326_10000|other	ctg304_11|other		O9290_00400|other			O9324_00095|other	
N11.HOG0000181	OG0000121	n0													O9326_07265|hypothetical	ctg194_11|hypothetical						
N11.HOG0000182	OG0000122	n0														ctg398_23|transport						
N11.HOG0000183	OG0000123	n0														ctg398_22|hypothetical						
N11.HOG0000184	OG0000124	n0														ctg398_21|hypothetical						
N11.HOG0000185	OG0000125	n0													O9326_11035|hypothetical, O9326_10335|hypothetical	ctg160_16|hypothetical		O9290_15720|hypothetical				
N11.HOG0000186	OG0000126	n0														ctg221_9|hypothetical					O9324_03680|hypothetical	
