HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N17.HOG0000052	OG0000057	n0																	O9299_19115|other			O9336_00730|other
N17.HOG0000053	OG0000060	n0																	O9299_01635|hypothetical			O9336_08845|hypothetical
N17.HOG0000054	OG0000062	n5																	O9299_05500|hypothetical			O9336_11290|hypothetical
N17.HOG0000055	OG0000065	n0																	O9299_10800|hypothetical			O9336_14605|hypothetical
N17.HOG0000056	OG0000067	n0																	O9299_05485|hypothetical			O9336_11275|hypothetical
N17.HOG0000057	OG0000068	n0																	O9299_06715|hypothetical			O9336_08065|hypothetical
N17.HOG0000058	OG0000069	n0																	O9299_06710|hypothetical			O9336_08060|hypothetical
N17.HOG0000059	OG0000075	n0																	O9299_07765|hypothetical			O9336_12260|hypothetical
N17.HOG0000060	OG0000079	n0																	O9299_07725|hypothetical			O9336_12220|hypothetical
N17.HOG0000061	OG0000080	n0																	O9299_06725|hypothetical			O9336_08075|hypothetical
N17.HOG0000062	OG0000081	n0																	O9299_17965|biosynthetic-additional			O9336_14820|biosynthetic-additional
N17.HOG0000063	OG0000082	n0																	O9299_17960|biosynthetic-additional			O9336_14815|biosynthetic-additional
N17.HOG0000064	OG0000083	n0																	O9299_07715|hypothetical			O9336_12210|hypothetical
N17.HOG0000065	OG0000084	n0																	O9299_07710|hypothetical			O9336_12205|hypothetical
N17.HOG0000066	OG0000085	n4																	O9299_01695|hypothetical			
N17.HOG0000067	OG0000086	n0																	O9299_17945|other			O9336_14800|other
N17.HOG0000068	OG0000093	n0																	O9299_03925|other			O9336_11495|other
N17.HOG0000069	OG0000095	n0																	O9299_06720|hypothetical			O9336_08070|hypothetical
N17.HOG0000070	OG0000096	n0																	O9299_07705|hypothetical			O9336_12200|hypothetical
N17.HOG0000071	OG0000097	n0																	O9299_07700|hypothetical			O9336_12195|hypothetical
N17.HOG0000072	OG0000098	n0																	O9299_07695|hypothetical			O9336_12190|hypothetical
N17.HOG0000073	OG0000099	n0																	O9299_07690|hypothetical			O9336_12185|hypothetical
N17.HOG0000074	OG0000100	n4																	O9299_01345|biosynthetic-additional			O9336_07320|biosynthetic-additional
N17.HOG0000075	OG0000100	n6																	O9299_01400|biosynthetic-additional			O9336_07370|biosynthetic-additional
N17.HOG0000076	OG0000101	n2																	O9299_06745|biosynthetic-additional			O9336_08095|biosynthetic-additional
N17.HOG0000077	OG0000101	n5																	O9299_06750|biosynthetic-additional			O9336_08100|biosynthetic-additional
N17.HOG0000078	OG0000108	n0																	O9299_10885|hypothetical			O9336_14520|hypothetical
N17.HOG0000079	OG0000111	n1																	O9299_17935|hypothetical			O9336_14790|hypothetical
N17.HOG0000080	OG0000111	n4																	O9299_17940|hypothetical			O9336_14795|hypothetical
N17.HOG0000081	OG0000113	n0																	O9299_07685|hypothetical			O9336_12180|hypothetical
N17.HOG0000082	OG0000114	n0																	O9299_05540|hypothetical			O9336_11330|hypothetical
N17.HOG0000083	OG0000115	n0																	O9299_05535|hypothetical			O9336_11325|hypothetical
N17.HOG0000084	OG0000116	n0																	O9299_05530|hypothetical			O9336_11320|hypothetical
N17.HOG0000085	OG0000117	n0																	O9299_05525|biosynthetic-additional			O9336_11315|biosynthetic-additional
N17.HOG0000086	OG0000118	n0																	O9299_05520|hypothetical			O9336_11310|hypothetical
N17.HOG0000087	OG0000130	n0																	O9299_07730|hypothetical			O9336_12225|hypothetical
N17.HOG0000088	OG0000133	n0																	O9299_05490|hypothetical			O9336_11280|hypothetical
N17.HOG0000089	OG0000147	n0																	O9299_01390|hypothetical			O9336_07360|hypothetical
N17.HOG0000090	OG0000161	n0																	O9299_05480|hypothetical			O9336_11270|hypothetical
N17.HOG0000091	OG0000162	n0																	O9299_05475|hypothetical			O9336_11265|hypothetical
N17.HOG0000092	OG0000163	n0																	O9299_05470|hypothetical			O9336_11260|hypothetical
N17.HOG0000093	OG0000164	n0																	O9299_05465|hypothetical			O9336_11255|hypothetical
N17.HOG0000094	OG0000165	n0																	O9299_05460|hypothetical			O9336_11250|hypothetical
N17.HOG0000095	OG0000168	n0																	O9299_10845|hypothetical			O9336_14560|hypothetical
N17.HOG0000096	OG0000169	n0																	O9299_10840|hypothetical			O9336_14565|hypothetical
N17.HOG0000097	OG0000170	n0																	O9299_10835|hypothetical			O9336_14570|hypothetical
N17.HOG0000098	OG0000171	n0																	O9299_10830|hypothetical			O9336_14575|hypothetical
N17.HOG0000099	OG0000172	n0																	O9299_05445|hypothetical			O9336_11235|hypothetical
N17.HOG0000100	OG0000173	n0																	O9299_05435|hypothetical			O9336_11225|hypothetical
N17.HOG0000101	OG0000174	n0																	O9299_06700|hypothetical			O9336_08050|hypothetical
N17.HOG0000102	OG0000175	n0																	O9299_01355|biosynthetic			O9336_07330|biosynthetic
N17.HOG0000103	OG0000176	n0																	O9299_01350|biosynthetic			O9336_07325|biosynthetic
N17.HOG0000104	OG0000177	n0																	O9299_05585|hypothetical			O9336_11375|hypothetical
N17.HOG0000105	OG0000200	n0																	O9299_17950|hypothetical			O9336_14805|hypothetical
N17.HOG0000106	OG0000201	n0																	O9299_17955|hypothetical			O9336_14810|hypothetical
N17.HOG0000107	OG0000219	n0																	O9299_07680|hypothetical			O9336_12175|hypothetical
N17.HOG0000108	OG0000222	n0																	O9299_01395|hypothetical			O9336_07365|hypothetical
N17.HOG0000109	OG0000224	n0																	O9299_06730|biosynthetic-additional			O9336_08080|biosynthetic-additional
N17.HOG0000110	OG0000225	n0																	O9299_06735|hypothetical			O9336_08085|hypothetical
N17.HOG0000111	OG0000226	n0																	O9299_06740|hypothetical			O9336_08090|hypothetical
N17.HOG0000112	OG0000241	n0																	O9299_19120|hypothetical			O9336_00735|hypothetical
N17.HOG0000113	OG0000242	n0																	O9299_19125|hypothetical			O9336_00740|hypothetical
N17.HOG0000114	OG0000249	n0																	O9299_17920|hypothetical			O9336_14775|hypothetical
N17.HOG0000115	OG0000250	n0																	O9299_17925|hypothetical			O9336_14780|hypothetical
N17.HOG0000116	OG0000251	n0																	O9299_17930|hypothetical			O9336_14785|hypothetical
N17.HOG0000117	OG0000277	n0																	O9299_05430|hypothetical			O9336_11220|hypothetical
N17.HOG0000118	OG0000278	n0																	O9299_05425|hypothetical			O9336_11215|hypothetical
N17.HOG0000119	OG0000279	n0																	O9299_05415|hypothetical			O9336_11205|hypothetical
N17.HOG0000120	OG0000282	n0																	O9299_17970|hypothetical			O9336_14825|hypothetical
N17.HOG0000121	OG0000286	n0																	O9299_06755|other			O9336_08105|other
N17.HOG0000122	OG0000287	n0																	O9299_06760|hypothetical			O9336_08110|hypothetical
N17.HOG0000123	OG0000288	n0																	O9299_10825|hypothetical			O9336_14580|hypothetical
N17.HOG0000124	OG0000291	n0																	O9299_07675|hypothetical			O9336_12170|hypothetical
N17.HOG0000125	OG0000295	n0																	O9299_10815|hypothetical			O9336_14590|hypothetical
N17.HOG0000126	OG0000546	-																	O9299_03905|hypothetical			O9336_11475|hypothetical
N17.HOG0000127	OG0000547	-																	O9299_03910|hypothetical			O9336_11480|hypothetical
N17.HOG0000128	OG0000548	-																	O9299_03920|hypothetical			O9336_11490|hypothetical
N17.HOG0000129	OG0000549	-																	O9299_05565|hypothetical			O9336_11355|hypothetical
N17.HOG0000130	OG0000550	-																	O9299_05570|hypothetical			O9336_11360|hypothetical
N17.HOG0000131	OG0000551	-																	O9299_05575|biosynthetic-additional			O9336_11365|biosynthetic-additional
N17.HOG0000132	OG0000552	-																	O9299_05580|hypothetical			O9336_11370|hypothetical
N17.HOG0000133	OG0000553	-																	O9299_05590|hypothetical			O9336_11380|hypothetical
N17.HOG0000134	OG0000554	-																	O9299_05595|hypothetical			O9336_11385|hypothetical
N17.HOG0000135	OG0000555	-																	O9299_05600|hypothetical			O9336_11390|hypothetical
N17.HOG0000136	OG0000556	-																	O9299_05605|hypothetical			O9336_11395|hypothetical
N17.HOG0000137	OG0000557	-																	O9299_05620|hypothetical			O9336_11410|hypothetical
N17.HOG0000138	OG0000558	-																	O9299_07670|hypothetical			O9336_12165|hypothetical
N17.HOG0000139	OG0000559	-																	O9299_07735|hypothetical			O9336_12230|hypothetical
N17.HOG0000140	OG0000560	-																	O9299_07740|hypothetical			O9336_12235|hypothetical
N17.HOG0000141	OG0000561	-																	O9299_07750|hypothetical			O9336_12245|hypothetical
N17.HOG0000142	OG0000562	-																	O9299_07770|regulatory			O9336_12265|regulatory
N17.HOG0000143	OG0000563	-																	O9299_07775|regulatory			O9336_12270|regulatory
N17.HOG0000144	OG0000564	-																	O9299_07780|hypothetical			O9336_12275|hypothetical
N17.HOG0000145	OG0000565	-																	O9299_10795|hypothetical			O9336_14610|hypothetical
N17.HOG0000146	OG0000566	-																	O9299_10805|hypothetical			O9336_14600|hypothetical
N17.HOG0000147	OG0000567	-																	O9299_10820|hypothetical			O9336_14585|hypothetical
N17.HOG0000148	OG0000568	-																	O9299_10850|hypothetical			O9336_14555|hypothetical
N17.HOG0000149	OG0000569	-																	O9299_19135|hypothetical			O9336_00750|hypothetical
