HOG	OG	Gene Tree Parent Clade	LE17_10A	LE17_20C	LE18_22.4.newname	LE19_10.1C	LE19_114.1A	LE19_12.1	LE19_131.1	LE19_195.1	LE19_196.1	LE19_197	LE19_251	LE19_281	LE19_338.1	LE19_388.1C	LE19_4.1A	LE19_41.2	LE19_55.1	LE19_8.1	LE19_84.1	LE19_98.1
N13.HOG0000037	OG0000006	n13																O9290_07475|hypothetical, O9290_00585|hypothetical				
N13.HOG0000038	OG0000007	n5																O9290_00360|regulatory				
N13.HOG0000039	OG0000007	n13			ctg431_34|regulatory														O9299_19070|regulatory			O9336_00685|regulatory
N13.HOG0000040	OG0000008	n4																O9290_07525|biosynthetic-additional				
N13.HOG0000041	OG0000008	n9																O9290_07520|biosynthetic-additional				
N13.HOG0000042	OG0000008	n14			ctg138_19|biosynthetic-additional, ctg639_16|biosynthetic-additional													O9290_26335|biosynthetic-additional	O9299_05510|biosynthetic-additional			O9336_11300|biosynthetic-additional
N13.HOG0000043	OG0000009	n2			ctg489_12|hypothetical									ctg994_2|hypothetical				O9290_18930|hypothetical				
N13.HOG0000044	OG0000009	n7																	O9299_17980|hypothetical			O9336_14835|hypothetical
N13.HOG0000045	OG0000010	n0			ctg431_30|other									ctg993_1|other				O9290_19125|other	O9299_19090|other			O9336_00705|other
N13.HOG0000046	OG0000011	n0			ctg431_29|biosynthetic-additional									ctg993_2|biosynthetic-additional				O9290_19130|biosynthetic-additional	O9299_19095|biosynthetic-additional			O9336_00710|biosynthetic-additional
N13.HOG0000047	OG0000012	n0			ctg431_28|biosynthetic									ctg993_3|biosynthetic				O9290_19135|biosynthetic	O9299_19100|biosynthetic			O9336_00715|biosynthetic
N13.HOG0000048	OG0000013	n0			ctg46_8|biosynthetic									ctg562_1|biosynthetic				O9290_23380|biosynthetic	O9299_01680|biosynthetic			O9336_08800|biosynthetic
N13.HOG0000049	OG0000014	n5																	O9299_07745|biosynthetic			O9336_12240|biosynthetic
N13.HOG0000050	OG0000014	n11			ctg98_3|biosynthetic									ctg1648_1|biosynthetic				O9290_04835|biosynthetic	O9299_07720|biosynthetic			O9336_12215|biosynthetic
N13.HOG0000051	OG0000015	n0			ctg431_27|hypothetical													O9290_19140|hypothetical	O9299_19105|hypothetical			O9336_00720|hypothetical
N13.HOG0000052	OG0000016	n0			ctg46_7|hypothetical									ctg562_2|hypothetical				O9290_23385|hypothetical	O9299_01675|hypothetical			O9336_08805|hypothetical
N13.HOG0000053	OG0000017	n0			ctg46_6|hypothetical									ctg562_3|hypothetical				O9290_23390|hypothetical	O9299_01670|hypothetical			O9336_08810|hypothetical
N13.HOG0000054	OG0000018	n0			ctg388_3|hypothetical													O9290_00390|hypothetical	O9299_03950|hypothetical			O9336_11520|hypothetical
N13.HOG0000055	OG0000019	n0			ctg388_2|biosynthetic													O9290_00385|biosynthetic	O9299_03955|biosynthetic			O9336_11525|biosynthetic
N13.HOG0000056	OG0000020	n0			ctg388_5|hypothetical													O9290_00405|hypothetical	O9299_03940|hypothetical			O9336_11510|hypothetical
N13.HOG0000057	OG0000021	n0			ctg388_4|hypothetical													O9290_00395|hypothetical	O9299_03945|hypothetical			O9336_11515|hypothetical
N13.HOG0000058	OG0000022	n0			ctg388_1|hypothetical													O9290_00380|hypothetical	O9299_03960|hypothetical			O9336_11530|hypothetical
N13.HOG0000059	OG0000023	n0			ctg431_31|hypothetical													O9290_19120|hypothetical	O9299_19085|hypothetical			O9336_00700|hypothetical
N13.HOG0000060	OG0000024	n3																O9290_15735|hypothetical				
N13.HOG0000061	OG0000024	n10																O9290_15740|hypothetical				
N13.HOG0000062	OG0000025	n0			ctg46_9|hypothetical													O9290_23375|hypothetical	O9299_01685|hypothetical			O9336_08795|hypothetical
N13.HOG0000063	OG0000026	n0			ctg46_5|biosynthetic-additional									ctg562_4|biosynthetic-additional					O9299_01665|biosynthetic-additional			O9336_08815|biosynthetic-additional
N13.HOG0000064	OG0000027	n0			ctg388_7|hypothetical													O9290_00415|hypothetical	O9299_03930|hypothetical			O9336_11500|hypothetical
N13.HOG0000065	OG0000028	n0			ctg388_6|hypothetical													O9290_00410|hypothetical	O9299_03935|hypothetical			O9336_11505|hypothetical
N13.HOG0000066	OG0000029	n0			ctg431_32|other													O9290_19115|other	O9299_19080|other			O9336_00695|other
N13.HOG0000067	OG0000030	n0			ctg46_4|hypothetical									ctg562_5|hypothetical					O9299_01660|hypothetical			O9336_08820|hypothetical
N13.HOG0000068	OG0000031	n2																O9290_00980|biosynthetic-additional				
N13.HOG0000069	OG0000031	n6			ctg138_10|biosynthetic-additional																	
N13.HOG0000070	OG0000031	n8			ctg138_11|biosynthetic-additional																	
N13.HOG0000071	OG0000031	n9			ctg138_12|biosynthetic-additional																	
N13.HOG0000072	OG0000032	n3			ctg358_4|transport																	
N13.HOG0000073	OG0000033	n0			ctg358_6|other									ctg49_3|other								
N13.HOG0000074	OG0000034	n0			ctg431_25|hypothetical														O9299_19110|hypothetical			O9336_00725|hypothetical
N13.HOG0000075	OG0000035	n0			ctg46_3|hypothetical														O9299_01655|hypothetical			O9336_08825|hypothetical
N13.HOG0000076	OG0000036	n0			ctg46_2|hypothetical														O9299_01650|hypothetical			O9336_08830|hypothetical
N13.HOG0000077	OG0000037	n0			ctg569_3|hypothetical													O9290_00615|hypothetical	O9299_10865|hypothetical			O9336_14540|hypothetical
N13.HOG0000078	OG0000038	n3			ctg46_1|hypothetical														O9299_01645|other			O9336_08835|other
N13.HOG0000079	OG0000038	n10			ctg404_1|biosynthetic-additional, ctg388_8|hypothetical, ctg98_12|hypothetical													O9290_00420|hypothetical				
N13.HOG0000080	OG0000039	n5			ctg431_20|hypothetical																	
N13.HOG0000081	OG0000039	n8			ctg431_21|biosynthetic-additional																	
N13.HOG0000082	OG0000041	n0			ctg358_3|transport													O9290_00945|transport				
N13.HOG0000083	OG0000042	n0			ctg358_7|biosynthetic-additional																	
N13.HOG0000084	OG0000043	n0			ctg358_8|biosynthetic																	
N13.HOG0000085	OG0000044	n0			ctg358_9|biosynthetic-additional																	
N13.HOG0000086	OG0000045	n0			ctg358_13|biosynthetic-additional																	
N13.HOG0000087	OG0000046	n0			ctg358_14|hypothetical																	
N13.HOG0000088	OG0000047	n0			ctg639_8|biosynthetic-additional									ctg326_4|biosynthetic-additional				O9290_26375|biosynthetic-additional	O9299_05550|biosynthetic-additional			O9336_11340|biosynthetic-additional
N13.HOG0000089	OG0000048	n0			ctg46_10|biosynthetic-additional													O9290_23365|biosynthetic-additional				
N13.HOG0000090	OG0000049	n0												ctg1209_12|biosynthetic-additional					O9299_01640|biosynthetic-additional			O9336_08840|biosynthetic-additional
N13.HOG0000091	OG0000050	n0			ctg569_2|hypothetical													O9290_00620|hypothetical	O9299_10870|hypothetical			O9336_14535|hypothetical
N13.HOG0000092	OG0000051	n0			ctg358_15|hypothetical																	
N13.HOG0000093	OG0000052	n7																O9290_00625|hypothetical	O9299_10875|hypothetical			O9336_14530|hypothetical
N13.HOG0000094	OG0000053	n0			ctg358_2|other																	
N13.HOG0000095	OG0000054	n0			ctg358_5|hypothetical																	
N13.HOG0000096	OG0000055	n0			ctg358_16|transport																	
N13.HOG0000097	OG0000056	n0			ctg431_33|biosynthetic-additional														O9299_19075|biosynthetic-additional			O9336_00690|biosynthetic-additional
N13.HOG0000098	OG0000057	n0																	O9299_19115|other			O9336_00730|other
N13.HOG0000099	OG0000058	n0			ctg246_6|hypothetical													O9290_15765|hypothetical				
N13.HOG0000100	OG0000059	n0			ctg246_5|transport													O9290_15770|transport				
N13.HOG0000101	OG0000060	n0																	O9299_01635|hypothetical			O9336_08845|hypothetical
N13.HOG0000102	OG0000061	n0												ctg357_1|biosynthetic-additional				O9290_18870|biosynthetic-additional, O9290_01010|hypothetical				
N13.HOG0000103	OG0000062	n1			ctg639_18|biosynthetic-additional																	
N13.HOG0000104	OG0000062	n5																	O9299_05500|hypothetical			O9336_11290|hypothetical
N13.HOG0000105	OG0000062	n7												ctg521_2|hypothetical								
N13.HOG0000106	OG0000062	n8												ctg521_3|hypothetical				O9290_26320|hypothetical, O9290_26325|hypothetical				
N13.HOG0000107	OG0000063	n0			ctg358_1|hypothetical																	
N13.HOG0000108	OG0000065	n0												ctg36_2|hypothetical				O9290_00635|hypothetical	O9299_10800|hypothetical			O9336_14605|hypothetical
N13.HOG0000109	OG0000067	n0			ctg639_21|hypothetical													O9290_26305|hypothetical	O9299_05485|hypothetical			O9336_11275|hypothetical
N13.HOG0000110	OG0000068	n0			ctg489_5|hypothetical													O9290_09235|hypothetical	O9299_06715|hypothetical			O9336_08065|hypothetical
N13.HOG0000111	OG0000069	n0			ctg489_6|hypothetical													O9290_09240|hypothetical	O9299_06710|hypothetical			O9336_08060|hypothetical
N13.HOG0000112	OG0000070	n0			ctg560_2|biosynthetic									ctg1209_3|hypothetical, ctg224_1|biosynthetic				O9290_11895|biosynthetic				
N13.HOG0000113	OG0000071	n0			ctg212_26|hypothetical													O9290_19105|hypothetical				
N13.HOG0000114	OG0000072	n0			ctg212_29|hypothetical																	
N13.HOG0000115	OG0000073	n0			ctg212_30|hypothetical																	
N13.HOG0000116	OG0000074	n0			ctg212_31|biosynthetic-additional																	
N13.HOG0000117	OG0000075	n0																O9290_15715|hypothetical	O9299_07765|hypothetical			O9336_12260|hypothetical
N13.HOG0000118	OG0000076	n0																O9290_15760|hypothetical				
N13.HOG0000119	OG0000077	n0																O9290_23355|hypothetical				
N13.HOG0000120	OG0000078	n0																O9290_23360|hypothetical				
N13.HOG0000121	OG0000079	n0			ctg98_2|hypothetical									ctg1648_2|hypothetical				O9290_04840|hypothetical	O9299_07725|hypothetical			O9336_12220|hypothetical
N13.HOG0000122	OG0000080	n0			ctg489_3|hypothetical													O9290_09225|hypothetical	O9299_06725|hypothetical			O9336_08075|hypothetical
N13.HOG0000123	OG0000081	n0			ctg489_14|biosynthetic-additional													O9290_18940|biosynthetic-additional	O9299_17965|biosynthetic-additional			O9336_14820|biosynthetic-additional
N13.HOG0000124	OG0000082	n0			ctg489_15|biosynthetic-additional													O9290_18945|biosynthetic-additional	O9299_17960|biosynthetic-additional			O9336_14815|biosynthetic-additional
N13.HOG0000125	OG0000083	n0			ctg98_4|hypothetical													O9290_04830|hypothetical	O9299_07715|hypothetical			O9336_12210|hypothetical
N13.HOG0000126	OG0000084	n0			ctg98_5|hypothetical													O9290_04825|hypothetical	O9299_07710|hypothetical			O9336_12205|hypothetical
N13.HOG0000127	OG0000085	n2																O9290_07485|other				
N13.HOG0000128	OG0000085	n4																O9290_26250|hypothetical	O9299_01695|hypothetical			
N13.HOG0000129	OG0000086	n0																	O9299_17945|other			O9336_14800|other
N13.HOG0000130	OG0000088	n0																O9290_00975|biosynthetic-additional				
N13.HOG0000131	OG0000089	n0			ctg212_25|other													O9290_19110|other				
N13.HOG0000132	OG0000090	n0			ctg212_33|hypothetical																	
N13.HOG0000133	OG0000091	n0			ctg212_34|hypothetical																	
N13.HOG0000134	OG0000092	n0			ctg212_35|hypothetical																	
N13.HOG0000135	OG0000093	n0																	O9299_03925|other			O9336_11495|other
N13.HOG0000136	OG0000094	n0												ctg456_2|hypothetical				O9290_15730|hypothetical				
N13.HOG0000137	OG0000095	n0			ctg489_4|hypothetical													O9290_09230|hypothetical	O9299_06720|hypothetical			O9336_08070|hypothetical
N13.HOG0000138	OG0000096	n0			ctg98_6|hypothetical													O9290_04820|hypothetical	O9299_07705|hypothetical			O9336_12200|hypothetical
N13.HOG0000139	OG0000097	n0			ctg98_7|hypothetical													O9290_04815|hypothetical	O9299_07700|hypothetical			O9336_12195|hypothetical
N13.HOG0000140	OG0000098	n0			ctg98_8|hypothetical													O9290_04810|hypothetical	O9299_07695|hypothetical			O9336_12190|hypothetical
N13.HOG0000141	OG0000099	n0			ctg98_9|hypothetical													O9290_04805|hypothetical	O9299_07690|hypothetical			O9336_12185|hypothetical
N13.HOG0000142	OG0000100	n4																	O9299_01345|biosynthetic-additional			O9336_07320|biosynthetic-additional
N13.HOG0000143	OG0000100	n6																	O9299_01400|biosynthetic-additional			O9336_07370|biosynthetic-additional
N13.HOG0000144	OG0000101	n2																	O9299_06745|biosynthetic-additional			O9336_08095|biosynthetic-additional
N13.HOG0000145	OG0000101	n5																	O9299_06750|biosynthetic-additional			O9336_08100|biosynthetic-additional
N13.HOG0000146	OG0000103	n0			ctg212_21|biosynthetic-additional																	
N13.HOG0000147	OG0000104	n0			ctg212_22|hypothetical																	
N13.HOG0000148	OG0000105	n0																O9290_00370|hypothetical				
N13.HOG0000149	OG0000108	n0																	O9299_10885|hypothetical			O9336_14520|hypothetical
N13.HOG0000150	OG0000109	n0																O9290_00640|hypothetical				
N13.HOG0000151	OG0000110	n0																O9290_00645|hypothetical				
N13.HOG0000152	OG0000111	n1																	O9299_17935|hypothetical			O9336_14790|hypothetical
N13.HOG0000153	OG0000111	n4																	O9299_17940|hypothetical			O9336_14795|hypothetical
N13.HOG0000154	OG0000112	n2																O9290_20200|biosynthetic-additional				
N13.HOG0000155	OG0000113	n0			ctg98_10|hypothetical													O9290_04800|hypothetical	O9299_07685|hypothetical			O9336_12180|hypothetical
N13.HOG0000156	OG0000114	n0			ctg639_10|hypothetical									ctg46_6|hypothetical				O9290_26365|hypothetical	O9299_05540|hypothetical			O9336_11330|hypothetical
N13.HOG0000157	OG0000115	n0			ctg639_11|hypothetical									ctg46_5|hypothetical				O9290_26360|hypothetical	O9299_05535|hypothetical			O9336_11325|hypothetical
N13.HOG0000158	OG0000116	n0			ctg639_12|hypothetical									ctg46_4|hypothetical				O9290_26355|hypothetical	O9299_05530|hypothetical			O9336_11320|hypothetical
N13.HOG0000159	OG0000117	n0			ctg639_13|biosynthetic-additional									ctg46_3|biosynthetic-additional				O9290_26350|biosynthetic-additional	O9299_05525|biosynthetic-additional			O9336_11315|biosynthetic-additional
N13.HOG0000160	OG0000118	n0			ctg639_14|hypothetical									ctg46_2|hypothetical				O9290_26345|hypothetical	O9299_05520|hypothetical			O9336_11310|hypothetical
N13.HOG0000161	OG0000119	n0																O9290_00400|other				
N13.HOG0000162	OG0000125	n0																O9290_15720|hypothetical				
N13.HOG0000163	OG0000128	n0																O9290_00375|hypothetical				
N13.HOG0000164	OG0000129	n0																O9290_00650|hypothetical				
N13.HOG0000165	OG0000130	n0			ctg98_1|hypothetical														O9299_07730|hypothetical			O9336_12225|hypothetical
N13.HOG0000166	OG0000131	n0																O9290_18885|biosynthetic-additional				
N13.HOG0000167	OG0000132	n0			ctg639_6|hypothetical									ctg326_1|hypothetical				O9290_26390|hypothetical				
N13.HOG0000168	OG0000133	n0			ctg639_20|hypothetical													O9290_26310|hypothetical	O9299_05490|hypothetical			O9336_11280|hypothetical
N13.HOG0000169	OG0000134	n0			ctg11_2|biosynthetic													O9290_20215|biosynthetic-additional				
N13.HOG0000170	OG0000135	n0			ctg11_3|hypothetical																	
N13.HOG0000171	OG0000136	n0			ctg11_4|biosynthetic																	
N13.HOG0000172	OG0000137	n0			ctg212_19|biosynthetic-additional																	
N13.HOG0000173	OG0000139	n0																O9290_07560|hypothetical				
N13.HOG0000174	OG0000141	n0			ctg489_1|hypothetical, ctg358_17|hypothetical																	
N13.HOG0000175	OG0000143	n0																O9290_00355|hypothetical				
N13.HOG0000176	OG0000144	n0																O9290_15755|hypothetical				
N13.HOG0000177	OG0000145	n0																O9290_15775|hypothetical				
N13.HOG0000178	OG0000146	n0																O9290_15780|hypothetical				
N13.HOG0000179	OG0000147	n0																	O9299_01390|hypothetical			O9336_07360|hypothetical
N13.HOG0000180	OG0000152	n0																O9290_07540|biosynthetic-additional				
N13.HOG0000181	OG0000153	n0																O9290_07535|hypothetical				
N13.HOG0000182	OG0000154	n0																O9290_07530|biosynthetic-additional				
N13.HOG0000183	OG0000155	n0																O9290_07515|hypothetical				
N13.HOG0000184	OG0000156	n0																O9290_07510|hypothetical				
N13.HOG0000185	OG0000157	n0																O9290_01005|hypothetical				
N13.HOG0000186	OG0000158	n0																O9290_01030|hypothetical				
N13.HOG0000187	OG0000159	n0																O9290_18890|hypothetical				
N13.HOG0000188	OG0000160	n0																O9290_18880|biosynthetic-additional				
N13.HOG0000189	OG0000161	n0			ctg639_22|hypothetical													O9290_26300|hypothetical	O9299_05480|hypothetical			O9336_11270|hypothetical
N13.HOG0000190	OG0000162	n0			ctg639_23|hypothetical													O9290_26295|hypothetical	O9299_05475|hypothetical			O9336_11265|hypothetical
N13.HOG0000191	OG0000163	n0			ctg639_24|hypothetical													O9290_26290|hypothetical	O9299_05470|hypothetical			O9336_11260|hypothetical
N13.HOG0000192	OG0000164	n0			ctg639_25|hypothetical													O9290_26285|hypothetical	O9299_05465|hypothetical			O9336_11255|hypothetical
N13.HOG0000193	OG0000165	n0			ctg639_26|hypothetical													O9290_26280|hypothetical	O9299_05460|hypothetical			O9336_11250|hypothetical
N13.HOG0000194	OG0000166	n0			ctg212_18|hypothetical																	
N13.HOG0000195	OG0000168	n0																O9290_00605|hypothetical	O9299_10845|hypothetical			O9336_14560|hypothetical
N13.HOG0000196	OG0000169	n0																O9290_00600|hypothetical	O9299_10840|hypothetical			O9336_14565|hypothetical
N13.HOG0000197	OG0000170	n0																O9290_00595|hypothetical	O9299_10835|hypothetical			O9336_14570|hypothetical
N13.HOG0000198	OG0000171	n0																O9290_00590|hypothetical	O9299_10830|hypothetical			O9336_14575|hypothetical
N13.HOG0000199	OG0000172	n0																O9290_26275|hypothetical	O9299_05445|hypothetical			O9336_11235|hypothetical
N13.HOG0000200	OG0000173	n0																O9290_26265|hypothetical	O9299_05435|hypothetical			O9336_11225|hypothetical
N13.HOG0000201	OG0000174	n0																	O9299_06700|hypothetical			O9336_08050|hypothetical
N13.HOG0000202	OG0000175	n0																	O9299_01355|biosynthetic			O9336_07330|biosynthetic
N13.HOG0000203	OG0000176	n0																	O9299_01350|biosynthetic			O9336_07325|biosynthetic
N13.HOG0000204	OG0000177	n0																	O9299_05585|hypothetical			O9336_11375|hypothetical
N13.HOG0000205	OG0000178	n0												ctg206_1|biosynthetic-additional, ctg1684_2|biosynthetic-additional, ctg1209_15|biosynthetic, ctg1209_14|biosynthetic, ctg1209_36|biosynthetic, ctg49_4|biosynthetic								
N13.HOG0000206	OG0000182	n0												ctg326_2|hypothetical								
N13.HOG0000207	OG0000185	n0			ctg212_36|biosynthetic-additional																	
N13.HOG0000208	OG0000187	n0																O9290_07600|hypothetical				
N13.HOG0000209	OG0000200	n0																	O9299_17950|hypothetical			O9336_14805|hypothetical
N13.HOG0000210	OG0000201	n0																	O9299_17955|hypothetical			O9336_14810|hypothetical
N13.HOG0000211	OG0000202	n0																O9290_20205|biosynthetic				
N13.HOG0000212	OG0000203	n0																O9290_01015|biosynthetic-additional				
N13.HOG0000213	OG0000204	n0																O9290_01020|biosynthetic-additional				
N13.HOG0000214	OG0000205	n0																O9290_01025|transport				
N13.HOG0000215	OG0000207	n0												ctg1648_5|hypothetical				O9290_04855|hypothetical				
N13.HOG0000216	OG0000208	n0												ctg1648_4|hypothetical				O9290_04850|hypothetical				
N13.HOG0000217	OG0000209	n0																O9290_18900|hypothetical, O9290_07500|hypothetical				
N13.HOG0000218	OG0000210	n0			ctg489_17|hypothetical													O9290_18955|hypothetical				
N13.HOG0000219	OG0000211	n0			ctg489_18|hypothetical													O9290_18970|hypothetical				
N13.HOG0000220	OG0000212	n0			ctg489_19|regulatory													O9290_18975|regulatory				
N13.HOG0000221	OG0000213	n0			ctg489_20|hypothetical													O9290_18980|hypothetical				
N13.HOG0000222	OG0000214	n0			ctg569_6|biosynthetic-additional																	
N13.HOG0000223	OG0000215	n0			ctg569_7|hypothetical																	
N13.HOG0000224	OG0000216	n0			ctg569_8|hypothetical																	
N13.HOG0000225	OG0000217	n0			ctg138_8|biosynthetic-additional																	
N13.HOG0000226	OG0000218	n0			ctg138_13|hypothetical																	
N13.HOG0000227	OG0000219	n0			ctg98_11|hypothetical														O9299_07680|hypothetical			O9336_12175|hypothetical
N13.HOG0000228	OG0000220	n0												ctg849_1|biosynthetic-additional				O9290_00995|biosynthetic				
N13.HOG0000229	OG0000221	n2																O9290_01040|hypothetical				
N13.HOG0000230	OG0000221	n3																O9290_00955|hypothetical				
N13.HOG0000231	OG0000222	n0																	O9299_01395|hypothetical			O9336_07365|hypothetical
N13.HOG0000232	OG0000224	n0																	O9299_06730|biosynthetic-additional			O9336_08080|biosynthetic-additional
N13.HOG0000233	OG0000225	n0																	O9299_06735|hypothetical			O9336_08085|hypothetical
N13.HOG0000234	OG0000226	n0																	O9299_06740|hypothetical			O9336_08090|hypothetical
N13.HOG0000235	OG0000236	n0																O9290_00350|other				
N13.HOG0000236	OG0000239	n0																O9290_15745|hypothetical				
N13.HOG0000237	OG0000240	n0																O9290_15750|hypothetical				
N13.HOG0000238	OG0000241	n0																	O9299_19120|hypothetical			O9336_00735|hypothetical
N13.HOG0000239	OG0000242	n0																	O9299_19125|hypothetical			O9336_00740|hypothetical
N13.HOG0000240	OG0000244	n0																O9290_20195|hypothetical				
N13.HOG0000241	OG0000249	n0																	O9299_17920|hypothetical			O9336_14775|hypothetical
N13.HOG0000242	OG0000250	n0																	O9299_17925|hypothetical			O9336_14780|hypothetical
N13.HOG0000243	OG0000251	n0																	O9299_17930|hypothetical			O9336_14785|hypothetical
N13.HOG0000244	OG0000256	n0																O9290_08285|hypothetical, O9290_08275|hypothetical				
N13.HOG0000245	OG0000260	n0												ctg1648_3|hypothetical				O9290_04845|hypothetical				
N13.HOG0000246	OG0000261	n0																O9290_18905|hypothetical				
N13.HOG0000247	OG0000262	n0																O9290_18895|other				
N13.HOG0000248	OG0000263	n0			ctg489_16|hypothetical																	
N13.HOG0000249	OG0000264	n0			ctg560_5|hypothetical									ctg555_2|hypothetical				O9290_11910|hypothetical				
N13.HOG0000250	OG0000265	n0			ctg560_8|biosynthetic-additional													O9290_11925|biosynthetic-additional				
N13.HOG0000251	OG0000266	n0			ctg560_9|biosynthetic-additional													O9290_11930|biosynthetic-additional, O9290_20210|biosynthetic-additional				
N13.HOG0000252	OG0000267	n0			ctg638_2|biosynthetic													O9290_21750|biosynthetic				
N13.HOG0000253	OG0000268	n0			ctg467_1|biosynthetic													O9290_24115|biosynthetic				
N13.HOG0000254	OG0000269	n0			ctg138_6|hypothetical																	
N13.HOG0000255	OG0000270	n0			ctg639_4|hypothetical																	
N13.HOG0000256	OG0000271	n0			ctg639_5|hypothetical																	
N13.HOG0000257	OG0000273	n0																O9290_00580|hypothetical				
N13.HOG0000258	OG0000274	n0																O9290_00575|hypothetical				
N13.HOG0000259	OG0000275	n0																O9290_00570|hypothetical				
N13.HOG0000260	OG0000276	n0																O9290_01035|hypothetical				
N13.HOG0000261	OG0000277	n0																O9290_26260|hypothetical	O9299_05430|hypothetical			O9336_11220|hypothetical
N13.HOG0000262	OG0000278	n0																O9290_26255|hypothetical	O9299_05425|hypothetical			O9336_11215|hypothetical
